Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
11/05/25,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,TX,77004,None,None,Web,11/05/25,Closed with explanation,Yes,N/A,17033086
10/31/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NJ,07203,None,N/A,Referral,10/31/25,Closed with explanation,Yes,N/A,16957258
10/28/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,TX,77346,None,None,Web,10/28/25,Closed with non-monetary relief,Yes,N/A,16865588
10/29/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,NY,10001,None,None,Web,11/04/25,Closed with non-monetary relief,Yes,N/A,16910863
10/17/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,PA,16120,None,None,Web,10/17/25,Closed with explanation,Yes,N/A,16622091
10/09/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,AZ,85022,None,None,Web,10/09/25,Closed with explanation,Yes,N/A,16467814
10/07/25,Checking or savings account,Checking account,Closing an account,Company closed your account,,None,TD BANK US HOLDING COMPANY,NY,13210,None,N/A,Postal mail,10/07/25,Closed with monetary relief,Yes,N/A,16432457
10/10/25,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,FL,33172,None,None,Web,10/10/25,Closed with explanation,Yes,N/A,16498170
11/07/25,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,Fraud or scam,None,,None,TD BANK US HOLDING COMPANY,NJ,08514,None,Other,Web,11/07/25,Closed with explanation,Yes,N/A,17108995
11/19/25,Credit card,Store credit card,Getting a credit card,Card opened without my consent or knowledge,,None,TD BANK US HOLDING COMPANY,UT,84065,None,None,Web,11/19/25,Closed with explanation,Yes,N/A,17316558
11/21/25,Credit card,Store credit card,Fees or interest,Charged too much interest,,None,TD BANK US HOLDING COMPANY,FL,34472,None,None,Web,11/21/25,Closed with explanation,Yes,N/A,17800882
11/18/25,Credit card,Store credit card,Trouble using your card,Can't use card to make purchases,,None,TD BANK US HOLDING COMPANY,WA,98271,None,None,Web,11/18/25,In progress,Yes,N/A,17288441
10/02/25,Credit card,Store credit card,Incorrect information on your report,Account information incorrect,"I have filed disputes with XXXX  on XX/XX/year> and in previous years regarding an account reported by Target. I specifically requested proof of the charge-off status and correction of the reported balance. 

Each time, XXXX  marked the account as verified without providing me with documentation or evidence to support the verification. The account is being reported with the wrong balance. I have made monthly payments, but my payment history is not being reflected.

I believe this reporting is inaccurate and incomplete under the Fair Credit Reporting Act. I am requesting that the inaccurate information be corrected or removed, and that XXXX  and Target provide proper documentation of verification, including account statements or records supporting their reporting.",None,TD BANK US HOLDING COMPANY,CA,95136,None,Consent provided,Web,10/02/25,Closed with explanation,Yes,N/A,16324936
10/11/25,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Payment process,,None,TD BANK US HOLDING COMPANY,SC,29492,None,None,Web,10/11/25,Closed with explanation,Yes,N/A,16518787
11/09/25,Checking or savings account,Other banking product or service,Managing an account,Problem accessing account,,None,TD BANK US HOLDING COMPANY,NY,106XX,None,None,Web,11/09/25,Closed with explanation,Yes,N/A,17126252
11/10/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,CA,91335,None,None,Web,11/19/25,In progress,Yes,N/A,17148069
11/06/25,Vehicle loan or lease,Loan,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,92808,None,None,Web,11/06/25,Closed with explanation,Yes,N/A,17035023
11/05/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,FL,33161,None,None,Web,11/05/25,Closed with explanation,Yes,N/A,17036307
10/30/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,FL,339XX,None,None,Web,10/30/25,In progress,Yes,N/A,16925019
10/16/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,NY,10314,None,None,Web,10/16/25,Closed with explanation,Yes,N/A,16623051
11/08/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CO,809XX,Servicemember,None,Web,11/08/25,Closed with explanation,Yes,N/A,17114628
10/11/25,Checking or savings account,Checking account,Closing an account,Company closed your account,,None,TD BANK US HOLDING COMPANY,NJ,XXXXX,None,None,Web,10/11/25,Closed with explanation,Yes,N/A,16522648
11/06/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,TX,76131,None,None,Web,11/06/25,In progress,Yes,N/A,17031135
10/19/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,TX,75218,None,None,Web,11/04/25,In progress,Yes,N/A,16682511
10/25/25,Credit card,Store credit card,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,AL,35674,None,None,Web,10/25/25,In progress,Yes,N/A,16817774
10/07/25,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,,None,TD BANK US HOLDING COMPANY,DE,19970,Older American,N/A,Postal mail,10/07/25,Closed with explanation,Yes,N/A,16413829
10/14/25,Mortgage,FHA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,,None,TD BANK US HOLDING COMPANY,SC,29072,None,None,Web,10/14/25,In progress,Yes,N/A,16564466
11/12/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,FL,33709,None,None,Web,11/12/25,In progress,Yes,N/A,17203349
10/21/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,MD,21117,None,None,Web,10/21/25,Closed with explanation,Yes,N/A,16718676
10/27/25,Credit card,Store credit card,Problem when making payments,Problem during payment process,,None,TD BANK US HOLDING COMPANY,MA,027XX,Older American,None,Web,10/27/25,Closed with explanation,Yes,N/A,16833026
10/22/25,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with fees charged,,None,TD BANK US HOLDING COMPANY,CA,94942,Servicemember,None,Web,10/22/25,Closed with explanation,Yes,N/A,16762682
10/26/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,PA,184XX,Older American,None,Web,11/04/25,Closed with explanation,Yes,N/A,16825156
11/14/25,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure",,None,TD BANK US HOLDING COMPANY,MA,01331,None,N/A,Referral,11/14/25,In progress,Yes,N/A,17262143
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,CT,06477,None,Consent not provided,Web,09/30/25,Closed with non-monetary relief,Yes,N/A,16263853
11/13/25,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Problem with balance transfer,,None,TD BANK US HOLDING COMPANY,SC,29510,None,N/A,Postal mail,11/13/25,In progress,Yes,N/A,17222017
10/19/25,Debt collection,Credit card debt,Written notification about debt,Didn't receive enough information to verify debt,,None,TD BANK US HOLDING COMPANY,CA,XXXXX,None,Other,Web,10/19/25,Closed with non-monetary relief,Yes,N/A,16679758
11/07/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,PA,19141,None,None,Web,11/07/25,In progress,Yes,N/A,17106021
11/08/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,IL,62220,None,None,Web,11/08/25,In progress,Yes,N/A,17088116
10/06/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Fraudulent charges on Target Mastercard : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX I only used this card when shopping at Target to get the 5 % cash back and have never used it online. I would generally only use it a few times a year and would just login to my account a few days after the shopping trip and pay off the balance so logging in to this account was something I never really did if I hadn't used the card. I was surprised to see an email on XX/XX/XXXX about late charges so I logged in to discover these fraudulent charges. I called in to start my fraud claim, they sent me a questionnaire in the mail. I filled that out and they received it XX/XX/XXXX. I was told the process would take up to 90 days for a resolution starting when they receive the questionnaire from me. Clearly it's been well over 90 days and still no resolution. I've called XXXX 6 times now and have spoke with XXXX supervisors for the fraud department. On XX/XX/XXXX the supervisor told me she would escalate my case and there would be a resolution within XXXX business days. Today I spoke with a supervisor and was told to just be patient as they are back logged with an extreme amount of fraud cases. It's extremely frustrating to see more compounded interest every month and for my credit score to keep dropping. I'm not sure what kind of issue they're having but I would like this resolved ASAP...",None,TD BANK US HOLDING COMPANY,MI,49507,None,Consent provided,Web,10/06/25,Closed with monetary relief,Yes,N/A,16394333
11/16/25,Vehicle loan or lease,Loan,Managing the loan or lease,Billing problem,,None,TD BANK US HOLDING COMPANY,GA,30040,None,None,Web,11/16/25,Closed with explanation,Yes,N/A,17284437
10/06/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,FL,33187,None,None,Web,10/21/25,Closed with explanation,Yes,N/A,16397361
11/13/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,SC,29036,Older American,None,Web,11/13/25,Closed with explanation,Yes,N/A,17206109
11/08/25,Credit card,General-purpose credit card or charge card,"Other features, terms, or problems",Other problem,,None,TD BANK US HOLDING COMPANY,NY,10940,Older American,None,Web,11/08/25,In progress,Yes,N/A,17116608
10/27/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,MD,20774,None,None,Web,10/27/25,Closed with explanation,Yes,N/A,16844249
11/08/25,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,,None,TD BANK US HOLDING COMPANY,MD,21201,None,None,Web,11/08/25,Closed with explanation,Yes,N/A,17119619
11/05/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,90505,None,None,Web,11/19/25,Closed with non-monetary relief,Yes,N/A,17047925
11/18/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,MN,55416,None,None,Web,11/18/25,Closed with explanation,Yes,N/A,17324771
11/18/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,None,TD BANK US HOLDING COMPANY,FL,33410,None,None,Web,11/18/25,Closed with non-monetary relief,Yes,N/A,17323381
10/28/25,Vehicle loan or lease,Loan,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,VA,20155,None,None,Web,10/28/25,Closed with explanation,Yes,N/A,16882202
10/19/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,TX,75218,None,None,Web,10/19/25,Closed with explanation,Yes,N/A,16680599
11/03/25,Checking or savings account,Checking account,Managing an account,Banking errors,,None,TD BANK US HOLDING COMPANY,NJ,07032,None,None,Web,11/03/25,Closed with explanation,Yes,N/A,16993190
10/13/25,Credit card,General-purpose credit card or charge card,Problem when making payments,Problem during payment process,,None,TD BANK US HOLDING COMPANY,NY,11235,None,None,Web,10/13/25,Closed with explanation,Yes,N/A,16544891
11/09/25,Credit card,Store credit card,Trouble using your card,Can't use card to make purchases,,None,TD BANK US HOLDING COMPANY,AZ,85295,None,None,Web,11/09/25,In progress,Yes,N/A,17119987
10/30/25,Checking or savings account,Checking account,Opening an account,Account opened without my consent or knowledge,,None,TD BANK US HOLDING COMPANY,VA,234XX,None,None,Web,10/30/25,Closed with explanation,Yes,N/A,16915422
10/06/25,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,,None,TD BANK US HOLDING COMPANY,FL,33713,Older American,Consent not provided,Web,10/06/25,Closed with explanation,Yes,N/A,16389726
10/08/25,Credit card,Store credit card,Problem when making payments,Problem during payment process,On XX/XX/XXXX XXXX XXXX XXXX NOTIFIED ME THAT TARGET WAS SUING FOR UN PAID BALANCE ON MY ACCOUNT. Twice I called number on the letterhead and both times I voiced info requested. All I heard was music after XXXX minutes ( XX/XX/XXXX XXXX XX/XX/XXXX ). The email found on the letterhead I addressed did not provide info from the law office either.,None,TD BANK US HOLDING COMPANY,TX,79907,Older American,Consent provided,Web,10/08/25,Closed with explanation,Yes,N/A,16449328
10/29/25,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,FL,33455,Older American,None,Web,10/29/25,Closed with explanation,Yes,N/A,16899729
10/27/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,FL,33184,None,None,Web,10/27/25,In progress,Yes,N/A,16842967
11/08/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Can't stop withdrawals from your account,,None,TD BANK US HOLDING COMPANY,NY,11367,None,None,Web,11/08/25,Closed with monetary relief,Yes,N/A,17112558
11/20/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,NJ,08618,"Older American, Servicemember",None,Web,11/21/25,Closed with explanation,Yes,N/A,17750698
10/24/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,TX,76179,Servicemember,None,Web,10/24/25,Closed with explanation,Yes,N/A,16812030
10/08/25,Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,"Since XXXX until XXXX I banked with TD Bank. I had XXXX personal and XXXX business accounts. I also had all XXXX of my kids accounts. TD Bank misrepresented account costs and they lowered and raised them over the years. They charged my main business XXXX XXXX XXXX approximately {$12000.00} in analysis fees, international ATM fees and overdraft fees. Can banks really charge {$35.00} per electronic overdraft still? It seemed TD would take the largest charge of the day and put it first so all the smaller charges would also incur a {$35.00} overdraft fee even if the last charge was at the very end of the day after all the others. At XXXX point XXXX of the bankers convinced me to join their XXXX account so I could wire funds internationally while I traveled. She assured me it wouldnt cost more yet they charged me anywhere from nearly {$200.00} to XXXX XXXXXXXX in fees. It took nearly a year to exit the service. 
Regarding my personal account ( XXXX ) I paid {$10000.00} in international ATM fees and monthly fees even though I repeatedly requested XXXX to put me in touch with someone in management who could help change this but to no avail. 
Regarding my other XXXX business accounts ( XXXXXXXX XXXX XXXX ) I paid about {$3200.00} in monthly maintenance fees, international ATM fees and overdraft fees. What a terrible disappointment TD Bank was and unresponsive to my requests for help, change or compensation. 
{$26000.00} total is fees, etc for the XXXX years of statements I was able to analyze XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",None,TD BANK US HOLDING COMPANY,VA,23451,None,Consent provided,Web,10/08/25,Closed with explanation,Yes,N/A,16457742
10/12/25,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,,None,TD BANK US HOLDING COMPANY,NY,10314,None,None,Web,10/12/25,In progress,Yes,N/A,16529169
10/27/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,CA,91406,None,None,Web,10/27/25,In progress,Yes,N/A,16838678
10/07/25,Checking or savings account,Checking account,Managing an account,Funds not handled or disbursed as instructed,,None,TD BANK US HOLDING COMPANY,NJ,088XX,None,Other,Web,10/07/25,Closed with monetary relief,Yes,N/A,16409894
10/03/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,"I opened an account with TD BANK via their website. 
I used the mobile deposit feature, which they offer in the app, to deposit a check that coincidentally was issued by CFPB for a settlement with American check cashing. 

Within a few hours after opening the account and depositing the check, TDBANK restricted access to my account, effectively preventing me from having access to my money They insist I visit a branch which I advised them I am not able to do. They won't offer any other option outside demanding I come to a branch Now I can't cash the check anywhere else and they won't unlock my account or give me any other option such as submitting my license to them via email or etc",None,TD BANK US HOLDING COMPANY,GA,316XX,None,Consent provided,Web,10/03/25,Closed with non-monetary relief,Yes,N/A,16351785
10/17/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,None,TD BANK US HOLDING COMPANY,IL,60428,None,None,Web,10/17/25,Closed with explanation,Yes,N/A,16659220
11/02/25,Vehicle loan or lease,Loan,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,FL,33309,None,None,Web,11/02/25,In progress,Yes,N/A,16974849
10/07/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,None,TD BANK US HOLDING COMPANY,PA,19147,None,None,Web,10/07/25,Closed with explanation,Yes,N/A,16403485
10/15/25,Checking or savings account,Checking account,Opening an account,Didn't receive terms that were advertised,,None,TD BANK US HOLDING COMPANY,FL,32404,None,None,Web,10/15/25,Closed with explanation,Yes,N/A,16606983
10/28/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,AL,36067,None,None,Web,10/28/25,In progress,Yes,N/A,16867633
11/01/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,SC,29150,None,None,Web,11/01/25,Closed with explanation,Yes,N/A,16963781
11/04/25,Checking or savings account,Other banking product or service,Managing an account,Fee problem,,None,TD BANK US HOLDING COMPANY,NH,03809,None,N/A,Phone,11/04/25,Closed with explanation,Yes,N/A,17018650
10/30/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,NJ,07024,None,None,Web,10/30/25,Closed with monetary relief,Yes,N/A,16929861
11/05/25,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,,None,TD BANK US HOLDING COMPANY,NJ,08046,None,None,Web,11/05/25,Closed with explanation,Yes,N/A,17045711
11/11/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Transaction was not authorized,,None,TD BANK US HOLDING COMPANY,FL,33414,None,None,Web,11/11/25,Closed with explanation,Yes,N/A,17135564
10/08/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,WA,98122,None,Consent not provided,Web,10/08/25,Closed with explanation,Yes,N/A,16431271
11/12/25,Vehicle loan or lease,Loan,Getting a loan or lease,Problem with additional add-on products or services purchased with the loan,,None,TD BANK US HOLDING COMPANY,NY,12138,Older American,Other,Web,11/12/25,In progress,Yes,N/A,17192630
10/30/25,Vehicle loan or lease,Loan,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,92808,None,None,Web,10/30/25,Closed with explanation,Yes,N/A,16888466
11/03/25,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,,None,TD BANK US HOLDING COMPANY,SC,295XX,Servicemember,None,Web,11/03/25,Closed with explanation,Yes,N/A,16988036
09/29/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,NJ,08880,None,N/A,Referral,09/29/25,Closed with non-monetary relief,Yes,N/A,16247499
10/10/25,Mortgage,Other type of mortgage,Closing on a mortgage,Changes in loan terms during or after closing,,None,TD BANK US HOLDING COMPANY,NY,11520,None,None,Web,10/10/25,Closed with explanation,Yes,N/A,16507812
11/10/25,Mortgage,Home equity loan or line of credit (HELOC),Closing on a mortgage,Trying to communicate with the company to fix an issue with the loan closing,,None,TD BANK US HOLDING COMPANY,MA,XXXXX,Older American,None,Web,11/10/25,Closed with explanation,Yes,N/A,17139944
11/17/25,Credit card,Store credit card,Getting a credit card,Card opened without my consent or knowledge,,None,TD BANK US HOLDING COMPANY,AL,351XX,None,None,Web,11/17/25,In progress,Yes,N/A,17312025
11/05/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,94804,None,N/A,Referral,11/06/25,In progress,Yes,N/A,17084672
10/24/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,TX,77099,Servicemember,None,Web,10/24/25,Closed with explanation,Yes,N/A,16812263
10/08/25,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,,None,TD BANK US HOLDING COMPANY,NJ,08234,None,N/A,Phone,10/08/25,Closed with non-monetary relief,Yes,N/A,16436702
10/24/25,Credit card,General-purpose credit card or charge card,Getting a credit card,Application denied,,None,TD BANK US HOLDING COMPANY,MD,219XX,None,None,Web,10/24/25,Closed with explanation,Yes,N/A,16770763
11/17/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,KS,66061,Older American,None,Web,11/17/25,Closed with monetary relief,Yes,N/A,17303801
10/23/25,Credit card,Store credit card,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,GA,30329,None,None,Web,10/23/25,Closed with non-monetary relief,Yes,N/A,16740465
11/11/25,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with additional products or services purchased with the loan,,None,TD BANK US HOLDING COMPANY,TN,37043,None,None,Web,11/11/25,In progress,Yes,N/A,17177697
10/09/25,Debt collection,Auto debt,Attempts to collect debt not owed,Debt was paid,,None,TD BANK US HOLDING COMPANY,FL,33570,None,None,Web,10/09/25,In progress,Yes,N/A,16486055
11/10/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,FL,330XX,None,None,Web,11/10/25,Closed with explanation,Yes,N/A,17149667
10/18/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,CA,92570,None,None,Web,10/18/25,Closed with explanation,Yes,N/A,16643887
11/10/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,NY,11101,None,None,Web,11/10/25,In progress,Yes,N/A,17128036
11/11/25,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,,None,TD BANK US HOLDING COMPANY,TX,75229,None,None,Web,11/11/25,Closed with non-monetary relief,Yes,N/A,17162891
10/11/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,NY,11105,None,N/A,Referral,10/14/25,Closed with explanation,Yes,N/A,16579257
10/11/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,92223,None,None,Web,10/11/25,Closed with explanation,Yes,N/A,16514699
11/04/25,Checking or savings account,Checking account,Closing an account,Company closed your account,,None,TD BANK US HOLDING COMPANY,SC,293XX,None,None,Web,11/04/25,Closed with explanation,Yes,N/A,17016348
10/13/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,NJ,08053,None,None,Web,10/13/25,In progress,Yes,N/A,16542808
10/21/25,Checking or savings account,Savings account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,PA,19115,None,None,Web,10/21/25,Closed with non-monetary relief,Yes,N/A,16732835
10/15/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CA,90019,Older American,Other,Web,10/15/25,Closed with monetary relief,Yes,N/A,16610139
10/11/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,IN,47130,None,None,Web,10/11/25,Closed with explanation,Yes,N/A,16524451
10/21/25,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,90266,None,None,Web,10/21/25,Closed with explanation,Yes,N/A,16686346
11/04/25,Credit card,General-purpose credit card or charge card,Improper use of your report,Credit inquiries on your report that you don't recognize,,None,TD BANK US HOLDING COMPANY,GA,30083,None,None,Web,11/04/25,Closed with explanation,Yes,N/A,17029396
